-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
-1	-1	-1	-1
367	117	6	9
364	116	10	15
364	116	10	15
364	116	10	15
361	119	10	15
363	119	10	15
360	122	10	15
359	122	10	15
349	142	10	15
358	125	10	15
344	145	10	15
358	128	10	15
357	131	10	15
364	114	10	15
353	130	10	15
366	116	10	15
351	132	10	15
365	118	10	15
350	138	10	15
350	138	10	15
350	138	10	15
347	141	10	15
346	141	10	15
346	144	10	15
346	144	10	15
346	144	10	15
346	147	10	15
346	147	10	15
343	147	10	15
342	150	10	15
342	150	10	15
342	150	10	15
342	153	10	15
339	156	10	15
338	156	10	15
338	156	10	15
338	159	10	15
338	159	10	15
335	162	10	15
334	162	10	15
334	162	10	15
334	165	10	15
334	165	10	15
331	168	10	15
330	168	10	15
330	168	10	15
330	171	10	15
330	171	10	15
327	174	10	15
326	174	10	15
326	174	10	15
326	177	10	15
326	177	10	15
323	180	10	15
322	180	10	15
322	183	10	15
319	196	10	15
321	185	10	15
321	185	10	15
321	188	10	15
321	188	10	15
318	188	10	15
327	181	10	15
327	177	10	15
330	173	10	15
330	173	10	15
333	169	10	15
333	165	10	15
343	144	10	15
336	164	10	15
343	147	10	15
342	150	10	15
342	150	10	15
342	150	10	15
342	150	10	15
345	146	10	15
348	142	10	15
348	142	10	15
334	158	10	15
337	158	10	15
334	161	10	15
333	161	10	15
333	161	10	15
333	164	10	15
333	164	10	15
330	167	10	15
329	167	10	15
329	167	10	15
329	170	10	15
329	170	10	15
329	170	10	15
343	149	10	15
342	149	10	15
342	149	10	15
339	152	10	15
352	135	10	15
337	155	10	15
337	155	10	15
337	158	10	15
347	141	10	15
333	161	10	15
333	161	10	15
333	164	10	15
343	150	10	15
329	166	10	15
343	149	10	15
328	169	10	15
342	152	10	15
327	172	10	15
327	172	10	15
337	155	10	15
327	175	10	15
336	158	10	15
322	178	10	15
322	181	10	15
322	181	10	15
322	181	10	15
319	184	10	15
308	204	10	15
297	224	10	15
303	210	10	15
302	213	10	15
302	213	10	15
302	213	10	15
302	213	10	15
302	213	10	15
309	202	10	15
311	202	10	15
297	218	10	15
311	197	10	15
313	197	10	15
316	190	10	15
316	190	10	15
319	186	10	15
319	186	10	15
322	182	10	15
325	178	10	15
325	174	10	15
325	174	10	15
328	170	10	15
331	166	10	15
331	166	10	15
334	162	10	15
334	158	10	15
337	158	10	15
337	154	10	15
340	150	10	15
340	150	10	15
343	146	10	15
343	146	10	15
346	142	10	15
349	138	10	15
349	134	10	15
352	134	10	15
352	130	10	15
355	126	10	15
355	126	10	15
358	122	10	15
358	122	10	15
361	115	10	15
361	115	10	15
364	111	10	15
364	111	10	15
374	90	10	15
384	76	10	15
387	72	10	15
390	68	10	15
390	68	10	15
393	64	10	15
393	64	10	15
396	60	10	15
396	56	10	15
399	56	10	15
409	42	10	15
402	48	10	15
402	48	10	15
405	44	10	15
408	40	10	15
408	40	10	15
408	36	10	15
411	32	10	15
411	32	10	15
414	28	10	15
417	24	10	15
417	24	10	15
420	20	10	15
423	16	10	15
423	12	10	15
426	12	10	15
426	12	10	15
426	8	10	15
426	8	10	15
412	28	10	15
415	28	10	15
418	24	10	15
418	24	10	15
418	20	10	15
421	16	10	15
424	16	10	15
424	12	10	15
424	8	10	15
427	8	10	15
427	4	10	15
430	0	10	15
430	0	10	15
433	20	10	15
426	9	10	15
429	19	10	15
422	12	10	15
432	18	10	15
425	7	10	15
432	17	10	15
424	10	10	15
424	10	10	15
424	10	10	15
424	10	10	15
424	13	10	15
421	16	10	15
420	16	10	15
420	16	10	15
430	19	10	15
416	22	10	15
430	18	10	15
415	24	10	15
425	7	10	15
422	13	10	15
411	29	10	15
410	32	10	15
420	15	10	15
430	21	10	15
430	-2	10	15
427	0	10	15
426	3	10	15
426	3	10	15
423	6	10	15
422	9	10	15
422	9	10	15
422	12	10	15
422	12	10	15
419	15	10	15
418	15	10	15
418	18	10	15
415	21	10	15
414	24	10	15
414	24	10	15
411	27	10	15
410	30	10	15
410	30	10	15
410	33	10	15
407	33	10	15
406	36	10	15
406	36	10	15
403	39	10	15
402	42	10	15
402	42	10	15
399	45	10	15
398	48	10	15
398	51	10	15
398	51	10	15
395	54	10	15
394	57	10	15
394	57	10	15
394	60	10	15
391	63	10	15
390	63	10	15
390	66	10	15
390	66	10	15
387	69	10	15
386	69	10	15
383	75	10	15
382	75	10	15
382	75	10	15
382	78	10	15
379	81	10	15
368	101	10	15
377	84	10	15
377	84	10	15
374	90	10	15
373	90	10	15
370	96	10	15
369	96	10	15
369	96	10	15
369	99	10	15
369	99	10	15
366	102	10	15
365	102	10	15
365	105	10	15
368	98	10	15
378	81	10	15
375	87	10	15
374	87	10	15
374	90	10	15
371	93	10	15
370	96	10	15
370	96	10	15
370	96	10	15
367	99	10	15
366	102	10	15
366	102	10	15
366	102	10	15
366	102	10	15
366	102	10	15
376	81	10	15
379	81	10	15
376	84	10	15
375	84	10	15
375	87	10	15
372	90	10	15
371	93	10	15
371	93	10	15
368	96	10	15
